"DAY","INTERVAL_15MIN","PLANNED_LANES_SECURITY","TRANSFERFILTER_EF"
"2017-06-17","0:0","1","0"
"2017-06-17","0:15","0","0"
"2017-06-17","0:30","1","0"
"2017-06-17","0:45","1","0"
"2017-06-17","10:0","3","0"
"2017-06-17","10:15","3","1"
"2017-06-17","10:30","3","154"
"2017-06-17","10:45","3","219"
"2017-06-17","11:0","3","74"
"2017-06-17","11:15","3","72"
"2017-06-17","11:30","3","0"
"2017-06-17","11:45","3","93"
"2017-06-17","12:0","3","131"
"2017-06-17","12:15","3","0"
"2017-06-17","12:30","3","205"
"2017-06-17","12:45","3","12"
"2017-06-17","13:0","3","0"
"2017-06-17","13:15","3","132"
"2017-06-17","13:30","3","126"
"2017-06-17","13:45","3","0"
"2017-06-17","14:0","3","0"
"2017-06-17","14:15","3","35"
"2017-06-17","14:30","5","147"
"2017-06-17","14:45","5","224"
"2017-06-17","15:0","7","15"
"2017-06-17","15:15","7","422"
"2017-06-17","15:30","7","609"
"2017-06-17","15:45","7","252"
"2017-06-17","16:0","5","118"
"2017-06-17","16:15","5","23"
"2017-06-17","16:30","2","0"
"2017-06-17","16:45","2","0"
"2017-06-17","17:0","2","0"
"2017-06-17","17:15","2","0"
"2017-06-17","17:30","2","0"
"2017-06-17","17:45","2","0"
"2017-06-17","18:0","4","136"
"2017-06-17","18:15","4","104"
"2017-06-17","18:30","5","93"
"2017-06-17","18:45","5","107"
"2017-06-17","19:0","5","266"
"2017-06-17","19:15","5","247"
"2017-06-17","19:30","4","112"
"2017-06-17","19:45","4","17"
"2017-06-17","1:0","1","0"
"2017-06-17","1:15","1","0"
"2017-06-17","1:30","1","0"
"2017-06-17","1:45","1","0"
"2017-06-17","20:0","2","0"
"2017-06-17","20:15","2","0"
"2017-06-17","20:30","1","0"
"2017-06-17","20:45","1","0"
"2017-06-17","21:0","1","2"
"2017-06-17","21:15","1","0"
"2017-06-17","21:30","1","0"
"2017-06-17","21:45","1","33"
"2017-06-17","22:0","1","0"
"2017-06-17","22:15","1","0"
"2017-06-17","22:30","1","0"
"2017-06-17","22:45","1","0"
"2017-06-17","23:0","1","5"
"2017-06-17","23:15","1","0"
"2017-06-17","23:30","1","0"
"2017-06-17","23:45","1","0"
"2017-06-17","2:0","1","0"
"2017-06-17","2:15","1","0"
"2017-06-17","2:30","1","0"
"2017-06-17","2:45","1","0"
"2017-06-17","3:0","1","0"
"2017-06-17","3:15","1","0"
"2017-06-17","3:30","1","0"
"2017-06-17","3:45","1","0"
"2017-06-17","4:0","2","0"
"2017-06-17","4:15","2","0"
"2017-06-17","4:30","3","108"
"2017-06-17","4:45","3","91"
"2017-06-17","5:0","4","127"
"2017-06-17","5:15","4","89"
"2017-06-17","5:30","6","55"
"2017-06-17","5:45","6","172"
"2017-06-17","6:0","8","229"
"2017-06-17","6:15","8","447"
"2017-06-17","6:30","9","24"
"2017-06-17","6:45","9","124"
"2017-06-17","7:0","10","656"
"2017-06-17","7:15","10","531"
"2017-06-17","7:30","10","392"
"2017-06-17","7:45","10","476"
"2017-06-17","8:0","9","119"
"2017-06-17","8:15","9","374"
"2017-06-17","8:30","6","179"
"2017-06-17","8:45","6","275"
"2017-06-17","9:0","4","89"
"2017-06-17","9:15","4","0"
"2017-06-17","9:30","3","0"
"2017-06-17","9:45","3","22"
"2017-06-18","0:0","1","0"
"2017-06-18","0:15","0","0"
"2017-06-18","0:30","1","0"
"2017-06-18","0:45","1","0"
"2017-06-18","10:0","4","52"
"2017-06-18","10:15","4","205"
"2017-06-18","10:30","5","213"
"2017-06-18","10:45","5","335"
"2017-06-18","11:0","5","120"
"2017-06-18","11:15","5","56"
"2017-06-18","11:30","4","0"
"2017-06-18","11:45","4","98"
"2017-06-18","12:0","4","155"
"2017-06-18","12:15","4","0"
"2017-06-18","12:30","3","217"
"2017-06-18","12:45","3","99"
"2017-06-18","13:0","3","0"
"2017-06-18","13:15","3","150"
"2017-06-18","13:30","3","101"
"2017-06-18","13:45","3","0"
"2017-06-18","14:0","3","0"
"2017-06-18","14:15","3","44"
"2017-06-18","14:30","5","172"
"2017-06-18","14:45","5","229"
"2017-06-18","15:0","6","147"
"2017-06-18","15:15","6","331"
"2017-06-18","15:30","6","483"
"2017-06-18","15:45","6","230"
"2017-06-18","16:0","5","128"
"2017-06-18","16:15","5","20"
"2017-06-18","16:30","2","0"
"2017-06-18","16:45","2","0"
"2017-06-18","17:0","2","0"
"2017-06-18","17:15","2","0"
"2017-06-18","17:30","2","0"
"2017-06-18","17:45","2","0"
"2017-06-18","18:0","4","128"
"2017-06-18","18:15","4","160"
"2017-06-18","18:30","5","273"
"2017-06-18","18:45","5","127"
"2017-06-18","19:0","5","179"
"2017-06-18","19:15","5","84"
"2017-06-18","19:30","3","111"
"2017-06-18","19:45","3","28"
"2017-06-18","1:0","1","0"
"2017-06-18","1:15","1","2"
"2017-06-18","1:30","1","2"
"2017-06-18","1:45","1","0"
"2017-06-18","20:0","2","0"
"2017-06-18","20:15","2","0"
"2017-06-18","20:30","1","0"
"2017-06-18","20:45","1","0"
"2017-06-18","21:0","1","0"
"2017-06-18","21:15","1","0"
"2017-06-18","21:30","1","0"
"2017-06-18","21:45","1","38"
"2017-06-18","22:0","1","1"
"2017-06-18","22:15","1","0"
"2017-06-18","22:30","1","0"
"2017-06-18","22:45","1","0"
"2017-06-18","23:0","1","0"
"2017-06-18","23:15","1","0"
"2017-06-18","23:30","1","0"
"2017-06-18","23:45","1","0"
"2017-06-18","2:0","1","0"
"2017-06-18","2:15","1","0"
"2017-06-18","2:30","1","0"
"2017-06-18","2:45","1","0"
"2017-06-18","3:0","1","0"
"2017-06-18","3:15","1","0"
"2017-06-18","3:30","1","0"
"2017-06-18","3:45","1","0"
"2017-06-18","4:0","2","0"
"2017-06-18","4:15","2","0"
"2017-06-18","4:30","3","94"
"2017-06-18","4:45","3","125"
"2017-06-18","5:0","4","142"
"2017-06-18","5:15","4","83"
"2017-06-18","5:30","6","58"
"2017-06-18","5:45","6","188"
"2017-06-18","6:0","7","225"
"2017-06-18","6:15","7","314"
"2017-06-18","6:30","9","194"
"2017-06-18","6:45","9","115"
"2017-06-18","7:0","10","649"
"2017-06-18","7:15","10","418"
"2017-06-18","7:30","10","519"
"2017-06-18","7:45","10","343"
"2017-06-18","8:0","8","172"
"2017-06-18","8:15","8","252"
"2017-06-18","8:30","6","209"
"2017-06-18","8:45","6","336"
"2017-06-18","9:0","4","61"
"2017-06-18","9:15","4","0"
"2017-06-18","9:30","4","0"
"2017-06-18","9:45","4","0"
"2017-06-19","0:0","1","0"
"2017-06-19","0:15","0","0"
"2017-06-19","0:30","1","0"
"2017-06-19","0:45","1","0"
"2017-06-19","10:0","3","0"
"2017-06-19","10:15","3","1"
"2017-06-19","10:30","4","161"
"2017-06-19","10:45","4","200"
"2017-06-19","11:0","4","62"
"2017-06-19","11:15","4","69"
"2017-06-19","11:30","3","0"
"2017-06-19","11:45","3","101"
"2017-06-19","12:0","3","135"
"2017-06-19","12:15","3","1"
"2017-06-19","12:30","3","214"
"2017-06-19","12:45","3","24"
"2017-06-19","13:0","3","0"
"2017-06-19","13:15","3","137"
"2017-06-19","13:30","3","96"
"2017-06-19","13:45","3","0"
"2017-06-19","14:0","3","0"
"2017-06-19","14:15","3","50"
"2017-06-19","14:30","5","129"
"2017-06-19","14:45","5","213"
"2017-06-19","15:0","8","149"
"2017-06-19","15:15","8","366"
"2017-06-19","15:30","8","592"
"2017-06-19","15:45","8","205"
"2017-06-19","16:0","7","128"
"2017-06-19","16:15","7","13"
"2017-06-19","16:30","3","0"
"2017-06-19","16:45","3","0"
"2017-06-19","17:0","2","0"
"2017-06-19","17:15","2","0"
"2017-06-19","17:30","2","0"
"2017-06-19","17:45","2","0"
"2017-06-19","18:0","5","156"
"2017-06-19","18:15","5","204"
"2017-06-19","18:30","6","132"
"2017-06-19","18:45","6","330"
"2017-06-19","19:0","6","263"
"2017-06-19","19:15","6","227"
"2017-06-19","19:30","4","142"
"2017-06-19","19:45","4","19"
"2017-06-19","1:0","1","0"
"2017-06-19","1:15","1","3"
"2017-06-19","1:30","1","3"
"2017-06-19","1:45","1","0"
"2017-06-19","20:0","2","0"
"2017-06-19","20:15","2","0"
"2017-06-19","20:30","1","0"
"2017-06-19","20:45","1","0"
"2017-06-19","21:0","1","0"
"2017-06-19","21:15","1","0"
"2017-06-19","21:30","1","0"
"2017-06-19","21:45","1","27"
"2017-06-19","22:0","1","0"
"2017-06-19","22:15","1","0"
"2017-06-19","22:30","1","0"
"2017-06-19","22:45","1","0"
"2017-06-19","23:0","1","0"
"2017-06-19","23:15","1","0"
"2017-06-19","23:30","1","0"
"2017-06-19","23:45","1","0"
"2017-06-19","2:0","1","0"
"2017-06-19","2:15","1","0"
"2017-06-19","2:30","1","0"
"2017-06-19","2:45","1","0"
"2017-06-19","3:0","1","0"
"2017-06-19","3:15","1","0"
"2017-06-19","3:30","1","0"
"2017-06-19","3:45","1","0"
"2017-06-19","4:0","2","0"
"2017-06-19","4:15","2","0"
"2017-06-19","4:30","4","112"
"2017-06-19","4:45","4","146"
"2017-06-19","5:0","5","195"
"2017-06-19","5:15","5","59"
"2017-06-19","5:30","6","57"
"2017-06-19","5:45","6","171"
"2017-06-19","6:0","8","258"
"2017-06-19","6:15","8","440"
"2017-06-19","6:30","10","95"
"2017-06-19","6:45","10","301"
"2017-06-19","7:0","10","435"
"2017-06-19","7:15","10","651"
"2017-06-19","7:30","10","433"
"2017-06-19","7:45","10","380"
"2017-06-19","8:0","9","123"
"2017-06-19","8:15","9","359"
"2017-06-19","8:30","7","213"
"2017-06-19","8:45","7","190"
"2017-06-19","9:0","4","14"
"2017-06-19","9:15","4","0"
"2017-06-19","9:30","3","0"
"2017-06-19","9:45","3","11"
"2017-06-20","0:0","1","0"
"2017-06-20","0:15","0","0"
"2017-06-20","0:30","1","0"
"2017-06-20","0:45","1","11"
"2017-06-20","10:0","4","52"
"2017-06-20","10:15","4","206"
"2017-06-20","10:30","4","150"
"2017-06-20","10:45","4","191"
"2017-06-20","11:0","4","43"
"2017-06-20","11:15","4","64"
"2017-06-20","11:30","3","0"
"2017-06-20","11:45","3","120"
"2017-06-20","12:0","3","153"
"2017-06-20","12:15","3","2"
"2017-06-20","12:30","3","218"
"2017-06-20","12:45","3","45"
"2017-06-20","13:0","3","0"
"2017-06-20","13:15","3","142"
"2017-06-20","13:30","3","81"
"2017-06-20","13:45","3","0"
"2017-06-20","14:0","3","0"
"2017-06-20","14:15","3","36"
"2017-06-20","14:30","5","155"
"2017-06-20","14:45","5","215"
"2017-06-20","15:0","5","139"
"2017-06-20","15:15","5","287"
"2017-06-20","15:30","6","440"
"2017-06-20","15:45","6","187"
"2017-06-20","16:0","6","125"
"2017-06-20","16:15","6","16"
"2017-06-20","16:30","3","0"
"2017-06-20","16:45","3","0"
"2017-06-20","17:0","2","0"
"2017-06-20","17:15","2","0"
"2017-06-20","17:30","2","5"
"2017-06-20","17:45","2","0"
"2017-06-20","18:0","4","154"
"2017-06-20","18:15","4","203"
"2017-06-20","18:30","5","267"
"2017-06-20","18:45","5","143"
"2017-06-20","19:0","5","165"
"2017-06-20","19:15","5","95"
"2017-06-20","19:30","3","148"
"2017-06-20","19:45","3","12"
"2017-06-20","1:0","1","8"
"2017-06-20","1:15","1","0"
"2017-06-20","1:30","1","0"
"2017-06-20","1:45","1","0"
"2017-06-20","20:0","2","0"
"2017-06-20","20:15","2","0"
"2017-06-20","20:30","1","0"
"2017-06-20","20:45","1","0"
"2017-06-20","21:0","1","11"
"2017-06-20","21:15","1","7"
"2017-06-20","21:30","1","0"
"2017-06-20","21:45","1","28"
"2017-06-20","22:0","1","0"
"2017-06-20","22:15","1","0"
"2017-06-20","22:30","1","0"
"2017-06-20","22:45","1","0"
"2017-06-20","23:0","1","0"
"2017-06-20","23:15","1","0"
"2017-06-20","23:30","1","0"
"2017-06-20","23:45","1","0"
"2017-06-20","2:0","1","0"
"2017-06-20","2:15","1","0"
"2017-06-20","2:30","1","0"
"2017-06-20","2:45","1","0"
"2017-06-20","3:0","1","0"
"2017-06-20","3:15","1","0"
"2017-06-20","3:30","1","0"
"2017-06-20","3:45","1","0"
"2017-06-20","4:0","1","0"
"2017-06-20","4:15","1","0"
"2017-06-20","4:30","2","0"
"2017-06-20","4:45","2","68"
"2017-06-20","5:0","3","133"
"2017-06-20","5:15","3","34"
"2017-06-20","5:30","6","55"
"2017-06-20","5:45","6","170"
"2017-06-20","6:0","8","234"
"2017-06-20","6:15","8","281"
"2017-06-20","6:30","9","162"
"2017-06-20","6:45","9","159"
"2017-06-20","7:0","9","663"
"2017-06-20","7:15","9","717"
"2017-06-20","7:30","9","413"
"2017-06-20","7:45","9","422"
"2017-06-20","8:0","8","95"
"2017-06-20","8:15","8","188"
"2017-06-20","8:30","7","214"
"2017-06-20","8:45","7","344"
"2017-06-20","9:0","5","95"
"2017-06-20","9:15","5","0"
"2017-06-20","9:30","4","0"
"2017-06-20","9:45","4","0"
"2017-06-21","0:0","1","0"
"2017-06-21","0:15","0","0"
"2017-06-21","0:30","1","0"
"2017-06-21","0:45","1","1"
"2017-06-21","10:0","4","50"
"2017-06-21","10:15","4","209"
"2017-06-21","10:30","4","188"
"2017-06-21","10:45","4","297"
"2017-06-21","11:0","4","82"
"2017-06-21","11:15","4","51"
"2017-06-21","11:30","3","0"
"2017-06-21","11:45","3","115"
"2017-06-21","12:0","3","134"
"2017-06-21","12:15","3","3"
"2017-06-21","12:30","3","180"
"2017-06-21","12:45","3","4"
"2017-06-21","13:0","3","0"
"2017-06-21","13:15","3","145"
"2017-06-21","13:30","3","83"
"2017-06-21","13:45","3","0"
"2017-06-21","14:0","3","0"
"2017-06-21","14:15","3","42"
"2017-06-21","14:30","5","133"
"2017-06-21","14:45","5","219"
"2017-06-21","15:0","6","9"
"2017-06-21","15:15","6","455"
"2017-06-21","15:30","6","452"
"2017-06-21","15:45","6","150"
"2017-06-21","16:0","5","129"
"2017-06-21","16:15","5","15"
"2017-06-21","16:30","3","0"
"2017-06-21","16:45","3","0"
"2017-06-21","17:0","2","0"
"2017-06-21","17:15","2","0"
"2017-06-21","17:30","2","0"
"2017-06-21","17:45","2","0"
"2017-06-21","18:0","4","173"
"2017-06-21","18:15","4","201"
"2017-06-21","18:30","5","135"
"2017-06-21","18:45","5","329"
"2017-06-21","19:0","5","188"
"2017-06-21","19:15","5","235"
"2017-06-21","19:30","4","146"
"2017-06-21","19:45","4","12"
"2017-06-21","1:0","1","8"
"2017-06-21","1:15","1","0"
"2017-06-21","1:30","1","0"
"2017-06-21","1:45","1","0"
"2017-06-21","20:0","2","0"
"2017-06-21","20:15","2","0"
"2017-06-21","20:30","1","0"
"2017-06-21","20:45","1","0"
"2017-06-21","21:0","1","0"
"2017-06-21","21:15","1","0"
"2017-06-21","21:30","1","0"
"2017-06-21","21:45","1","43"
"2017-06-21","22:0","1","0"
"2017-06-21","22:15","1","0"
"2017-06-21","22:30","1","0"
"2017-06-21","22:45","1","0"
"2017-06-21","23:0","1","0"
"2017-06-21","23:15","1","0"
"2017-06-21","23:30","1","0"
"2017-06-21","23:45","1","10"
"2017-06-21","2:0","1","0"
"2017-06-21","2:15","1","0"
"2017-06-21","2:30","1","0"
"2017-06-21","2:45","1","0"
"2017-06-21","3:0","1","0"
"2017-06-21","3:15","1","0"
"2017-06-21","3:30","1","0"
"2017-06-21","3:45","1","0"
"2017-06-21","4:0","2","0"
"2017-06-21","4:15","2","0"
"2017-06-21","4:30","3","119"
"2017-06-21","4:45","3","141"
"2017-06-21","5:0","4","139"
"2017-06-21","5:15","4","83"
"2017-06-21","5:30","6","55"
"2017-06-21","5:45","6","148"
"2017-06-21","6:0","8","247"
"2017-06-21","6:15","8","481"
"2017-06-21","6:30","10","36"
"2017-06-21","6:45","10","126"
"2017-06-21","7:0","10","655"
"2017-06-21","7:15","10","496"
"2017-06-21","7:30","10","475"
"2017-06-21","7:45","10","476"
"2017-06-21","8:0","9","123"
"2017-06-21","8:15","9","228"
"2017-06-21","8:30","7","211"
"2017-06-21","8:45","7","350"
"2017-06-21","9:0","5","115"
"2017-06-21","9:15","5","0"
"2017-06-21","9:30","4","0"
"2017-06-21","9:45","4","0"
"2017-06-22","0:0","1","5"
"2017-06-22","0:15","0","0"
"2017-06-22","0:30","1","0"
"2017-06-22","0:45","1","0"
"2017-06-22","10:0","4","50"
"2017-06-22","10:15","4","208"
"2017-06-22","10:30","4","201"
"2017-06-22","10:45","4","197"
"2017-06-22","11:0","4","32"
"2017-06-22","11:15","4","58"
"2017-06-22","11:30","4","0"
"2017-06-22","11:45","4","114"
"2017-06-22","12:0","4","155"
"2017-06-22","12:15","4","0"
"2017-06-22","12:30","4","215"
"2017-06-22","12:45","4","93"
"2017-06-22","13:0","3","0"
"2017-06-22","13:15","3","137"
"2017-06-22","13:30","3","86"
"2017-06-22","13:45","3","0"
"2017-06-22","14:0","3","0"
"2017-06-22","14:15","3","0"
"2017-06-22","14:30","4","0"
"2017-06-22","14:45","4","200"
"2017-06-22","15:0","6","140"
"2017-06-22","15:15","6","295"
"2017-06-22","15:30","6","445"
"2017-06-22","15:45","6","188"
"2017-06-22","16:0","5","114"
"2017-06-22","16:15","5","8"
"2017-06-22","16:30","3","0"
"2017-06-22","16:45","3","0"
"2017-06-22","17:0","2","0"
"2017-06-22","17:15","2","0"
"2017-06-22","17:30","2","1"
"2017-06-22","17:45","2","3"
"2017-06-22","18:0","4","143"
"2017-06-22","18:15","4","197"
"2017-06-22","18:30","5","251"
"2017-06-22","18:45","5","127"
"2017-06-22","19:0","5","306"
"2017-06-22","19:15","5","140"
"2017-06-22","19:30","4","125"
"2017-06-22","19:45","4","25"
"2017-06-22","1:0","1","0"
"2017-06-22","1:15","1","0"
"2017-06-22","1:30","1","0"
"2017-06-22","1:45","1","13"
"2017-06-22","20:0","3","0"
"2017-06-22","20:15","3","0"
"2017-06-22","20:30","1","0"
"2017-06-22","20:45","1","0"
"2017-06-22","21:0","1","2"
"2017-06-22","21:15","1","1"
"2017-06-22","21:30","1","0"
"2017-06-22","21:45","1","35"
"2017-06-22","22:0","1","0"
"2017-06-22","22:15","1","0"
"2017-06-22","22:30","1","0"
"2017-06-22","22:45","1","0"
"2017-06-22","23:0","1","0"
"2017-06-22","23:15","1","0"
"2017-06-22","23:30","1","0"
"2017-06-22","23:45","1","0"
"2017-06-22","2:0","1","0"
"2017-06-22","2:15","1","0"
"2017-06-22","2:30","1","0"
"2017-06-22","2:45","1","0"
"2017-06-22","3:0","1","0"
"2017-06-22","3:15","1","0"
"2017-06-22","3:30","1","0"
"2017-06-22","3:45","1","0"
"2017-06-22","4:0","1","0"
"2017-06-22","4:15","1","0"
"2017-06-22","4:30","3","0"
"2017-06-22","4:45","3","63"
"2017-06-22","5:0","4","233"
"2017-06-22","5:15","4","64"
"2017-06-22","5:30","6","52"
"2017-06-22","5:45","6","130"
"2017-06-22","6:0","8","217"
"2017-06-22","6:15","8","313"
"2017-06-22","6:30","9","198"
"2017-06-22","6:45","9","97"
"2017-06-22","7:0","9","603"
"2017-06-22","7:15","9","486"
"2017-06-22","7:30","9","400"
"2017-06-22","7:45","9","417"
"2017-06-22","8:0","9","92"
"2017-06-22","8:15","9","350"
"2017-06-22","8:30","8","188"
"2017-06-22","8:45","8","319"
"2017-06-22","9:0","5","100"
"2017-06-22","9:15","5","0"
"2017-06-22","9:30","4","0"
"2017-06-22","9:45","4","0"
"2017-06-23","0:0","1","0"
"2017-06-23","0:15","0","0"
"2017-06-23","0:30","1","0"
"2017-06-23","0:45","1","0"
"2017-06-23","10:0","4","52"
"2017-06-23","10:15","4","206"
"2017-06-23","10:30","4","187"
"2017-06-23","10:45","4","293"
"2017-06-23","11:0","4","106"
"2017-06-23","11:15","4","58"
"2017-06-23","11:30","4","0"
"2017-06-23","11:45","4","97"
"2017-06-23","12:0","4","158"
"2017-06-23","12:15","4","5"
"2017-06-23","12:30","4","215"
"2017-06-23","12:45","4","94"
"2017-06-23","13:0","3","0"
"2017-06-23","13:15","3","145"
"2017-06-23","13:30","3","63"
"2017-06-23","13:45","3","0"
"2017-06-23","14:0","3","0"
"2017-06-23","14:15","3","40"
"2017-06-23","14:30","5","156"
"2017-06-23","14:45","5","243"
"2017-06-23","15:0","6","135"
"2017-06-23","15:15","6","275"
"2017-06-23","15:30","6","585"
"2017-06-23","15:45","6","200"
"2017-06-23","16:0","5","109"
"2017-06-23","16:15","5","12"
"2017-06-23","16:30","2","0"
"2017-06-23","16:45","2","0"
"2017-06-23","17:0","2","0"
"2017-06-23","17:15","2","0"
"2017-06-23","17:30","2","0"
"2017-06-23","17:45","2","0"
"2017-06-23","18:0","4","159"
"2017-06-23","18:15","4","195"
"2017-06-23","18:30","5","117"
"2017-06-23","18:45","5","296"
"2017-06-23","19:0","5","224"
"2017-06-23","19:15","5","95"
"2017-06-23","19:30","4","149"
"2017-06-23","19:45","4","22"
"2017-06-23","1:0","1","0"
"2017-06-23","1:15","1","0"
"2017-06-23","1:30","1","0"
"2017-06-23","1:45","1","0"
"2017-06-23","20:0","2","0"
"2017-06-23","20:15","2","0"
"2017-06-23","20:30","1","0"
"2017-06-23","20:45","1","0"
"2017-06-23","21:0","1","0"
"2017-06-23","21:15","1","0"
"2017-06-23","21:30","1","0"
"2017-06-23","21:45","1","37"
"2017-06-23","22:0","1","0"
"2017-06-23","22:15","1","0"
"2017-06-23","22:30","1","0"
"2017-06-23","22:45","1","0"
"2017-06-23","23:0","1","0"
"2017-06-23","23:15","1","0"
"2017-06-23","23:30","1","0"
"2017-06-23","23:45","1","0"
"2017-06-23","2:0","1","0"
"2017-06-23","2:15","1","0"
"2017-06-23","2:30","1","0"
"2017-06-23","2:45","1","0"
"2017-06-23","3:0","1","0"
"2017-06-23","3:15","1","0"
"2017-06-23","3:30","1","0"
"2017-06-23","3:45","1","0"
"2017-06-23","4:0","1","0"
"2017-06-23","4:15","1","0"
"2017-06-23","4:30","2","0"
"2017-06-23","4:45","2","54"
"2017-06-23","5:0","3","117"
"2017-06-23","5:15","3","97"
"2017-06-23","5:30","5","52"
"2017-06-23","5:45","5","161"
"2017-06-23","6:0","8","226"
"2017-06-23","6:15","8","393"
"2017-06-23","6:30","9","220"
"2017-06-23","6:45","9","342"
"2017-06-23","7:0","10","434"
"2017-06-23","7:15","10","640"
"2017-06-23","7:30","10","444"
"2017-06-23","7:45","10","610"
"2017-06-23","8:0","9","153"
"2017-06-23","8:15","9","206"
"2017-06-23","8:30","6","184"
"2017-06-23","8:45","6","285"
"2017-06-23","9:0","4","115"
"2017-06-23","9:15","4","0"
"2017-06-23","9:30","4","0"
"2017-06-23","9:45","4","0"
"2017-06-24","0:0","1","0"
"2017-06-24","0:15","0","0"
"2017-06-24","0:30","1","0"
"2017-06-24","0:45","1","0"
"2017-06-24","10:0","4","0"
"2017-06-24","10:15","4","1"
"2017-06-24","10:30","4","153"
"2017-06-24","10:45","4","224"
"2017-06-24","11:0","3","74"
"2017-06-24","11:15","3","68"
"2017-06-24","11:30","3","0"
"2017-06-24","11:45","3","93"
"2017-06-24","12:0","3","131"
"2017-06-24","12:15","3","0"
"2017-06-24","12:30","3","206"
"2017-06-24","12:45","3","11"
"2017-06-24","13:0","3","0"
"2017-06-24","13:15","3","136"
"2017-06-24","13:30","3","122"
"2017-06-24","13:45","3","0"
"2017-06-24","14:0","3","0"
"2017-06-24","14:15","3","37"
"2017-06-24","14:30","5","145"
"2017-06-24","14:45","5","228"
"2017-06-24","15:0","6","10"
"2017-06-24","15:15","6","419"
"2017-06-24","15:30","6","619"
"2017-06-24","15:45","6","246"
"2017-06-24","16:0","5","123"
"2017-06-24","16:15","5","18"
"2017-06-24","16:30","3","0"
"2017-06-24","16:45","3","0"
"2017-06-24","17:0","2","0"
"2017-06-24","17:15","2","0"
"2017-06-24","17:30","2","0"
"2017-06-24","17:45","2","0"
"2017-06-24","18:0","4","138"
"2017-06-24","18:15","4","103"
"2017-06-24","18:30","5","92"
"2017-06-24","18:45","5","108"
"2017-06-24","19:0","5","264"
"2017-06-24","19:15","5","247"
"2017-06-24","19:30","4","131"
"2017-06-24","19:45","4","20"
"2017-06-24","1:0","1","0"
"2017-06-24","1:15","1","0"
"2017-06-24","1:30","1","0"
"2017-06-24","1:45","1","0"
"2017-06-24","20:0","2","0"
"2017-06-24","20:15","2","0"
"2017-06-24","20:30","1","0"
"2017-06-24","20:45","1","0"
"2017-06-24","21:0","1","2"
"2017-06-24","21:15","1","0"
"2017-06-24","21:30","1","0"
"2017-06-24","21:45","1","33"
"2017-06-24","22:0","1","0"
"2017-06-24","22:15","1","0"
"2017-06-24","22:30","1","0"
"2017-06-24","22:45","1","0"
"2017-06-24","23:0","1","4"
"2017-06-24","23:15","1","1"
"2017-06-24","23:30","1","0"
"2017-06-24","23:45","1","0"
"2017-06-24","2:0","1","0"
"2017-06-24","2:15","1","0"
"2017-06-24","2:30","1","0"
"2017-06-24","2:45","1","0"
"2017-06-24","3:0","1","0"
"2017-06-24","3:15","1","0"
"2017-06-24","3:30","1","0"
"2017-06-24","3:45","1","0"
"2017-06-24","4:0","2","0"
"2017-06-24","4:15","2","0"
"2017-06-24","4:30","3","108"
"2017-06-24","4:45","3","93"
"2017-06-24","5:0","4","125"
"2017-06-24","5:15","4","89"
"2017-06-24","5:30","6","55"
"2017-06-24","5:45","6","172"
"2017-06-24","6:0","8","229"
"2017-06-24","6:15","8","447"
"2017-06-24","6:30","9","23"
"2017-06-24","6:45","9","125"
"2017-06-24","7:0","9","657"
"2017-06-24","7:15","9","528"
"2017-06-24","7:30","9","393"
"2017-06-24","7:45","9","508"
"2017-06-24","8:0","8","127"
"2017-06-24","8:15","8","364"
"2017-06-24","8:30","6","180"
"2017-06-24","8:45","6","279"
"2017-06-24","9:0","5","84"
"2017-06-24","9:15","5","0"
"2017-06-24","9:30","4","0"
"2017-06-24","9:45","4","22"
"2017-06-25","0:0","1","0"
"2017-06-25","0:15","0","0"
"2017-06-25","0:30","1","0"
"2017-06-25","0:45","1","0"
"2017-06-25","10:0","5","50"
"2017-06-25","10:15","5","208"
"2017-06-25","10:30","5","215"
"2017-06-25","10:45","5","333"
"2017-06-25","11:0","4","113"
"2017-06-25","11:15","4","62"
"2017-06-25","11:30","4","0"
"2017-06-25","11:45","4","102"
"2017-06-25","12:0","4","151"
"2017-06-25","12:15","4","0"
"2017-06-25","12:30","4","219"
"2017-06-25","12:45","4","97"
"2017-06-25","13:0","3","0"
"2017-06-25","13:15","3","147"
"2017-06-25","13:30","3","104"
"2017-06-25","13:45","3","0"
"2017-06-25","14:0","3","0"
"2017-06-25","14:15","3","46"
"2017-06-25","14:30","5","170"
"2017-06-25","14:45","5","228"
"2017-06-25","15:0","7","147"
"2017-06-25","15:15","7","325"
"2017-06-25","15:30","7","486"
"2017-06-25","15:45","7","234"
"2017-06-25","16:0","5","127"
"2017-06-25","16:15","5","21"
"2017-06-25","16:30","2","0"
"2017-06-25","16:45","2","0"
"2017-06-25","17:0","2","0"
"2017-06-25","17:15","2","0"
"2017-06-25","17:30","2","0"
"2017-06-25","17:45","2","0"
"2017-06-25","18:0","4","121"
"2017-06-25","18:15","4","170"
"2017-06-25","18:30","5","270"
"2017-06-25","18:45","5","129"
"2017-06-25","19:0","5","177"
"2017-06-25","19:15","5","84"
"2017-06-25","19:30","3","121"
"2017-06-25","19:45","3","42"
"2017-06-25","1:0","1","0"
"2017-06-25","1:15","1","2"
"2017-06-25","1:30","1","2"
"2017-06-25","1:45","1","0"
"2017-06-25","20:0","2","0"
"2017-06-25","20:15","2","0"
"2017-06-25","20:30","1","0"
"2017-06-25","20:45","1","0"
