"DAY","INTERVAL_15MIN","PLANNED_LANES_SECURITY","TRANSFERFILTER_GH"
"2017-07-12","20:15","7","14"
"2017-07-12","20:30","7","0"
"2017-07-12","20:45","7","0"
"2017-07-12","21:0","7","0"
"2017-07-12","21:15","7","0"
"2017-07-12","21:30","7","0"
"2017-07-12","21:45","7","0"
"2017-07-12","22:0","7","0"
"2017-07-12","22:15","7","7"
"2017-07-12","22:30","7","6"
"2017-07-12","22:45","7","0"
"2017-07-12","23:0","7","0"
"2017-07-12","23:15","7","0"
"2017-07-12","23:30","7","0"
"2017-07-12","23:45","7","0"
"2017-07-12","2:0","7","0"
"2017-07-12","2:15","7","0"
"2017-07-12","2:30","7","0"
"2017-07-12","2:45","7","0"
"2017-07-12","3:0","7","0"
"2017-07-12","3:15","7","0"
"2017-07-12","3:30","7","0"
"2017-07-12","3:45","7","0"
"2017-07-12","4:0","7","0"
"2017-07-12","4:15","7","0"
"2017-07-12","4:30","7","0"
"2017-07-12","4:45","7","0"
"2017-07-12","5:0","7","0"
"2017-07-12","5:15","7","0"
"2017-07-12","5:30","7","0"
"2017-07-12","5:45","7","0"
"2017-07-12","6:0","7","0"
"2017-07-12","6:15","7","0"
"2017-07-12","6:30","7","0"
"2017-07-12","6:45","7","28"
"2017-07-12","7:0","7","0"
"2017-07-12","7:15","7","30"
"2017-07-12","7:30","7","27"
"2017-07-12","7:45","7","0"
"2017-07-12","8:0","7","60"
"2017-07-12","8:15","7","125"
"2017-07-12","8:30","7","70"
"2017-07-12","8:45","7","0"
"2017-07-12","9:0","7","0"
"2017-07-12","9:15","7","19"
"2017-07-12","9:30","7","0"
"2017-07-12","9:45","7","6"
"2017-07-13","0:0","7","0"
"2017-07-13","0:15","7","0"
"2017-07-13","0:30","7","0"
"2017-07-13","0:45","7","0"
"2017-07-13","10:0","7","0"
"2017-07-13","10:15","7","0"
"2017-07-13","10:30","7","0"
"2017-07-13","10:45","7","0"
"2017-07-13","11:0","7","0"
"2017-07-13","11:15","7","0"
"2017-07-13","11:30","7","0"
"2017-07-13","11:45","7","0"
"2017-07-13","12:0","7","43"
"2017-07-13","12:15","7","0"
"2017-07-13","12:30","7","0"
"2017-07-13","12:45","7","0"
"2017-07-13","13:0","7","0"
"2017-07-13","13:15","7","1"
"2017-07-13","13:30","7","1"
"2017-07-13","13:45","7","0"
"2017-07-13","14:0","7","0"
"2017-07-13","14:15","7","1"
"2017-07-13","14:30","7","0"
"2017-07-13","14:45","7","0"
"2017-07-13","15:0","7","0"
"2017-07-13","15:15","7","0"
"2017-07-13","15:30","7","0"
"2017-07-13","15:45","7","0"
"2017-07-13","16:0","7","0"
"2017-07-13","16:15","7","0"
"2017-07-13","16:30","7","0"
"2017-07-13","16:45","7","0"
"2017-07-13","17:0","7","0"
"2017-07-13","17:15","7","10"
"2017-07-13","17:30","7","12"
"2017-07-13","17:45","7","1"
"2017-07-13","18:0","7","0"
"2017-07-13","18:15","7","0"
"2017-07-13","18:30","7","0"
"2017-07-13","18:45","7","0"
"2017-07-13","19:0","7","0"
"2017-07-13","19:15","7","0"
"2017-07-13","19:30","7","3"
"2017-07-13","19:45","7","1"
"2017-07-13","1:0","7","0"
"2017-07-13","1:15","7","0"
"2017-07-13","1:30","7","0"
"2017-07-13","1:45","7","0"
"2017-07-13","20:0","7","1"
"2017-07-13","20:15","7","8"
"2017-07-13","20:30","7","7"
"2017-07-13","20:45","7","0"
"2017-07-13","21:0","7","0"
"2017-07-13","21:15","7","0"
"2017-07-13","21:30","7","0"
"2017-07-13","21:45","7","0"
"2017-07-13","22:0","7","0"
"2017-07-13","22:15","7","3"
"2017-07-13","22:30","7","11"
"2017-07-13","22:45","7","0"
"2017-07-13","23:0","7","0"
"2017-07-13","23:15","7","0"
"2017-07-13","23:30","7","0"
"2017-07-13","23:45","7","0"
"2017-07-13","2:0","7","0"
"2017-07-13","2:15","7","0"
"2017-07-13","2:30","7","0"
"2017-07-13","2:45","7","0"
"2017-07-13","3:0","7","0"
"2017-07-13","3:15","7","0"
"2017-07-13","3:30","7","0"
"2017-07-13","3:45","7","0"
"2017-07-13","4:0","7","0"
"2017-07-13","4:15","7","0"
"2017-07-13","4:30","7","0"
"2017-07-13","4:45","7","0"
"2017-07-13","5:0","7","0"
"2017-07-13","5:15","7","0"
"2017-07-13","5:30","7","0"
"2017-07-13","5:45","7","0"
"2017-07-13","6:0","7","0"
"2017-07-13","6:15","7","0"
"2017-07-13","6:30","7","0"
"2017-07-13","6:45","7","25"
"2017-07-13","7:0","7","1"
"2017-07-13","7:15","7","26"
"2017-07-13","7:30","7","9"
"2017-07-13","7:45","7","0"
"2017-07-13","8:0","7","142"
"2017-07-13","8:15","7","106"
"2017-07-13","8:30","7","59"
"2017-07-13","8:45","7","0"
"2017-07-13","9:0","7","0"
"2017-07-13","9:15","7","15"
"2017-07-13","9:30","7","0"
"2017-07-13","9:45","7","1"
"2017-07-14","0:0","7","0"
"2017-07-14","0:15","7","0"
"2017-07-14","0:30","7","0"
"2017-07-14","0:45","7","0"
"2017-07-14","10:0","7","0"
"2017-07-14","10:15","7","0"
"2017-07-14","10:30","7","0"
"2017-07-14","10:45","7","0"
"2017-07-14","11:0","7","0"
"2017-07-14","11:15","7","2"
"2017-07-14","11:30","7","0"
"2017-07-14","11:45","7","0"
"2017-07-14","12:0","7","36"
"2017-07-14","12:15","7","1"
"2017-07-14","12:30","7","0"
"2017-07-14","12:45","7","0"
"2017-07-14","13:0","7","82"
"2017-07-14","13:15","7","9"
"2017-07-14","13:30","7","4"
"2017-07-14","13:45","7","0"
"2017-07-14","14:0","7","0"
"2017-07-14","14:15","7","1"
"2017-07-14","14:30","7","0"
"2017-07-14","14:45","7","0"
"2017-07-14","15:0","7","0"
"2017-07-14","15:15","7","4"
"2017-07-14","15:30","7","0"
"2017-07-14","15:45","7","0"
"2017-07-14","16:0","7","0"
"2017-07-14","16:15","7","0"
"2017-07-14","16:30","7","0"
"2017-07-14","16:45","7","0"
"2017-07-14","17:0","7","0"
"2017-07-14","17:15","7","9"
"2017-07-14","17:30","7","8"
"2017-07-14","17:45","7","6"
"2017-07-14","18:0","7","0"
"2017-07-14","18:15","7","0"
"2017-07-14","18:30","7","0"
"2017-07-14","18:45","7","0"
"2017-07-14","19:0","7","0"
"2017-07-14","19:15","7","0"
"2017-07-14","19:30","7","0"
"2017-07-14","19:45","7","0"
"2017-07-14","1:0","7","0"
"2017-07-14","1:15","7","0"
"2017-07-14","1:30","7","0"
"2017-07-14","1:45","7","0"
"2017-07-14","20:0","7","0"
"2017-07-14","20:15","7","7"
"2017-07-14","20:30","7","1"
"2017-07-14","20:45","7","0"
"2017-07-14","21:0","7","0"
"2017-07-14","21:15","7","0"
"2017-07-14","21:30","7","0"
"2017-07-14","21:45","7","0"
"2017-07-14","22:0","7","0"
"2017-07-14","22:15","7","3"
"2017-07-14","22:30","7","18"
"2017-07-14","22:45","7","0"
"2017-07-14","23:0","7","0"
"2017-07-14","23:15","7","0"
"2017-07-14","23:30","7","0"
"2017-07-14","23:45","7","0"
"2017-07-14","2:0","7","0"
"2017-07-14","2:15","7","0"
"2017-07-14","2:30","7","0"
"2017-07-14","2:45","7","0"
"2017-07-14","3:0","7","0"
"2017-07-14","3:15","7","0"
"2017-07-14","3:30","7","0"
"2017-07-14","3:45","7","0"
"2017-07-14","4:0","7","0"
"2017-07-14","4:15","7","0"
"2017-07-14","4:30","7","0"
"2017-07-14","4:45","7","0"
"2017-07-14","5:0","7","0"
"2017-07-14","5:15","7","0"
"2017-07-14","5:30","7","0"
"2017-07-14","5:45","7","0"
"2017-07-14","6:0","7","0"
"2017-07-14","6:15","7","0"
"2017-07-14","6:30","7","0"
"2017-07-14","6:45","7","49"
"2017-07-14","7:0","7","8"
"2017-07-14","7:15","7","16"
"2017-07-14","7:30","7","8"
"2017-07-14","7:45","7","0"
"2017-07-14","8:0","7","35"
"2017-07-14","8:15","7","123"
"2017-07-14","8:30","7","96"
"2017-07-14","8:45","7","0"
"2017-07-14","9:0","7","0"
"2017-07-14","9:15","7","16"
"2017-07-14","9:30","7","0"
"2017-07-14","9:45","7","5"
